learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),model training instances,model serialized size (bytes)
4.58E7,132.234375,-3.420912738268546E-11,4.58E7,73.9,46.147370506090915,47.27272727272727,4.58E7,-1.0
4.59E7,132.53125,-3.428592915750184E-11,4.59E7,72.2,40.297994613934186,41.47368421052631,4.59E7,-1.0
4.6E7,132.8125,-3.435868873364367E-11,4.6E7,71.7,40.949646532513164,41.164241164241155,4.6E7,-1.0
4.61E7,133.09375,-3.4431448309785505E-11,4.61E7,74.3,45.19788468099625,47.65784114052953,4.61E7,-1.0
4.62E7,133.375,-3.450420788592734E-11,4.62E7,73.3,44.75618234184129,45.95141700404858,4.62E7,-1.0
4.63E7,133.671875,-3.458100966074372E-11,4.63E7,71.8,40.64057658628587,44.92187499999999,4.63E7,-1.0
4.64E7,133.9375,-3.4649727038211E-11,4.64E7,73.9,44.252210688196854,44.46808510638297,4.64E7,-1.0
4.65E7,134.21875,-3.4722486614352836E-11,4.65E7,72.89999999999999,42.953613499153775,46.015936254980076,4.65E7,-1.0
4.66E7,134.5,-3.479524619049467E-11,4.66E7,73.4,43.678194992017545,45.714285714285715,4.66E7,-1.0
4.67E7,134.78125,-3.48680057666365E-11,4.67E7,75.1,47.437304736975435,52.29885057471264,4.67E7,-1.0
4.68E7,135.0625,-3.4940765342778334E-11,4.68E7,74.7,46.659582721921424,50.3921568627451,4.68E7,-1.0
4.69E7,135.34375,-3.5013524918920166E-11,4.69E7,73.9,45.49236475423531,47.27272727272727,4.69E7,-1.0
4.7E7,135.640625,-3.5090326693736546E-11,4.7E7,72.7,43.5843176802202,45.070422535211264,4.7E7,-1.0
4.71E7,135.921875,-3.516308626987838E-11,4.71E7,74.1,45.68135297473239,48.508946322067594,4.71E7,-1.0
4.72E7,136.203125,-3.523584584602021E-11,4.72E7,73.7,43.471009010248295,42.070484581497794,4.72E7,-1.0
4.73E7,136.5,-3.531264762083659E-11,4.73E7,72.39999999999999,42.89993834848415,42.85714285714285,4.73E7,-1.0
4.74E7,136.765625,-3.538136499830388E-11,4.74E7,74.0,45.7987800556188,48.0,4.74E7,-1.0
4.75E7,137.046875,-3.545412457444571E-11,4.75E7,74.2,45.72443157912452,48.50299401197605,4.75E7,-1.0
4.76E7,137.3125,-3.5522841951912995E-11,4.76E7,72.7,42.42449805972667,43.243243243243235,4.76E7,-1.0
4.77E7,137.609375,-3.5599643726729375E-11,4.77E7,73.2,44.94658997534921,47.24409448818898,4.77E7,-1.0
4.78E7,137.875,-3.566836110419666E-11,4.78E7,74.7,45.43180053489777,48.26175869120654,4.78E7,-1.0
4.79E7,138.15625,-3.5741120680338493E-11,4.79E7,73.8,44.035031506995615,48.118811881188115,4.79E7,-1.0
4.8E7,138.453125,-3.581792245515487E-11,4.8E7,75.9,49.183991903175475,53.5645472061657,4.8E7,-1.0
4.81E7,138.734375,-3.5890682031296706E-11,4.81E7,73.0,42.93781489872519,42.917547568710354,4.81E7,-1.0
4.82E7,138.984375,-3.5955357210089445E-11,4.82E7,73.4,43.24485789877955,47.32673267326732,4.82E7,-1.0
4.83E7,139.25,-3.602407458755673E-11,4.83E7,75.2,47.82528201697362,48.22546972860125,4.83E7,-1.0
4.84E7,139.546875,-3.610087636237311E-11,4.84E7,73.8,46.05146114057918,45.97938144329897,4.84E7,-1.0
4.85E7,139.828125,-3.617363593851494E-11,4.85E7,71.0,39.36099029775844,41.41414141414141,4.85E7,-1.0
4.86E7,140.109375,-3.6246395514656775E-11,4.86E7,74.6,46.77819498457825,46.86192468619247,4.86E7,-1.0
4.87E7,140.40625,-3.6323197289473155E-11,4.87E7,74.9,47.232103063481254,47.70833333333333,4.87E7,-1.0
4.88E7,140.6875,-3.639595686561499E-11,4.88E7,76.9,51.64936369725385,53.04878048780488,4.88E7,-1.0
4.89E7,140.9375,-3.6460632044407727E-11,4.89E7,77.5,52.028450327059375,54.17515274949084,4.89E7,-1.0
4.9E7,141.203125,-3.652934942187501E-11,4.9E7,73.8,44.27547482825361,48.7279843444227,4.9E7,-1.0
4.91E7,141.5,-3.660615119669139E-11,4.91E7,74.8,46.34096484055601,44.12416851441241,4.91E7,-1.0
4.92E7,141.78125,-3.6678910772833225E-11,4.92E7,73.2,43.00855297014755,43.220338983050844,4.92E7,-1.0
4.93E7,142.046875,-3.674762815030051E-11,4.93E7,73.9,44.91579080663543,45.850622406639005,4.93E7,-1.0
4.94E7,142.328125,-3.682038772644234E-11,4.94E7,75.6,48.01985471123325,47.18614718614718,4.94E7,-1.0
4.95E7,142.625,-3.689718950125872E-11,4.95E7,76.3,47.93817603486604,50.0,4.95E7,-1.0
4.96E7,142.90625,-3.6969949077400556E-11,4.96E7,71.7,39.33807768155706,38.61171366594359,4.96E7,-1.0
4.97E7,143.171875,-3.703866645486784E-11,4.97E7,74.0,44.89096890154983,49.80694980694981,4.97E7,-1.0
4.98E7,143.46875,-3.711546822968422E-11,4.98E7,74.2,44.739547635366684,44.276457883369325,4.98E7,-1.0
4.99E7,143.75,-3.7188227805826054E-11,4.99E7,73.6,44.179201678007026,46.98795180722891,4.99E7,-1.0
5.0E7,144.03125,-3.7260987381967886E-11,5.0E7,71.0,39.40027165395465,42.460317460317455,5.0E7,-1.0
5.01E7,144.328125,-3.7337789156784266E-11,5.01E7,72.6,42.98816900470659,44.8692152917505,5.01E7,-1.0
5.02E7,144.59375,-3.740650653425155E-11,5.02E7,72.3,41.70630077023444,41.31355932203389,5.02E7,-1.0
5.03E7,144.890625,-3.748330830906793E-11,5.03E7,71.0,39.84301100250583,40.93686354378818,5.03E7,-1.0
5.04E7,145.15625,-3.755202568653522E-11,5.04E7,72.39999999999999,42.03215115326615,43.209876543209866,5.04E7,-1.0
5.05E7,145.453125,-3.76288274613516E-11,5.05E7,74.5,46.02717690386488,45.744680851063826,5.05E7,-1.0
5.06E7,145.734375,-3.770158703749343E-11,5.06E7,76.3,50.41509054999499,49.46695095948827,5.06E7,-1.0
5.07E7,146.015625,-3.777434661363526E-11,5.07E7,73.4,44.17558248372487,45.82484725050916,5.07E7,-1.0
5.08E7,146.296875,-3.7847106189777095E-11,5.08E7,74.5,45.77421659691742,48.06517311608961,5.08E7,-1.0
5.09E7,146.59375,-3.7923907964593475E-11,5.09E7,73.8,45.1545511255877,51.30111524163568,5.09E7,-1.0
5.1E7,146.859375,-3.799262534206076E-11,5.1E7,73.4,43.53472614342179,44.46764091858037,5.1E7,-1.0
5.11E7,147.140625,-3.806538491820259E-11,5.11E7,75.0,47.83842430312135,51.45631067961165,5.11E7,-1.0
5.12E7,147.421875,-3.8138144494344426E-11,5.12E7,72.2,41.07897536762056,45.596868884540115,5.12E7,-1.0
5.13E7,147.6875,-3.820686187181171E-11,5.13E7,71.2,39.7910246814987,42.85714285714285,5.13E7,-1.0
5.14E7,147.96875,-3.8279621447953544E-11,5.14E7,74.5,46.71291846031679,47.0954356846473,5.14E7,-1.0
5.15E7,148.25,-3.835238102409538E-11,5.15E7,72.3,40.83472168823957,42.76859504132231,5.15E7,-1.0
5.16E7,148.546875,-3.8429182798911757E-11,5.16E7,73.5,44.86380319082533,43.376068376068375,5.16E7,-1.0
5.17E7,148.828125,-3.850194237505359E-11,5.17E7,74.9,48.26449006513315,49.087221095334684,5.17E7,-1.0
5.18E7,149.109375,-3.857470195119542E-11,5.18E7,74.7,46.15921549933603,49.50099800399202,5.18E7,-1.0
5.19E7,149.390625,-3.8647461527337255E-11,5.19E7,75.8,49.22047128438635,51.6,5.19E7,-1.0
5.2E7,149.671875,-3.872022110347909E-11,5.2E7,74.1,46.103647472073774,49.8062015503876,5.2E7,-1.0
5.21E7,149.953125,-3.879298067962092E-11,5.21E7,72.6,42.38831954718059,44.646464646464636,5.21E7,-1.0
5.22E7,150.21875,-3.8861698057088206E-11,5.22E7,74.9,47.80706496876741,50.39525691699605,5.22E7,-1.0
5.23E7,150.515625,-3.8938499831904586E-11,5.23E7,74.4,45.76638871940885,47.325102880658434,5.23E7,-1.0
5.24E7,150.796875,-3.901125940804642E-11,5.24E7,73.2,43.731523783929056,45.638945233265716,5.24E7,-1.0
5.25E7,151.078125,-3.908401898418825E-11,5.25E7,71.5,41.18181217804781,42.3076923076923,5.25E7,-1.0
5.26E7,151.359375,-3.9156778560330084E-11,5.26E7,73.7,42.881715199110424,44.86373165618448,5.26E7,-1.0
5.27E7,151.640625,-3.9229538136471916E-11,5.27E7,73.6,45.660228227041436,49.230769230769226,5.27E7,-1.0
5.28E7,151.921875,-3.930229771261375E-11,5.28E7,74.2,45.17520559297902,45.45454545454545,5.28E7,-1.0
5.29E7,152.203125,-3.937505728875558E-11,5.29E7,75.6,47.655435468162054,47.97441364605544,5.29E7,-1.0
5.3E7,152.484375,-3.9447816864897415E-11,5.3E7,74.6,46.3519313304721,47.30290456431535,5.3E7,-1.0
5.31E7,152.75,-3.95165342423647E-11,5.31E7,72.39999999999999,41.802601170695496,44.68937875751502,5.31E7,-1.0
5.32E7,153.03125,-3.958929381850653E-11,5.32E7,74.9,46.5661855494529,49.395161290322584,5.32E7,-1.0
5.33E7,153.3125,-3.9662053394648366E-11,5.33E7,73.6,44.21835976622421,44.65408805031446,5.33E7,-1.0
5.34E7,153.609375,-3.9738855169464745E-11,5.34E7,73.5,44.60887595732584,42.516268980477214,5.34E7,-1.0
5.35E7,153.890625,-3.981161474560658E-11,5.35E7,72.7,42.441007303456075,43.243243243243235,5.35E7,-1.0
5.36E7,154.15625,-3.9880332123073864E-11,5.36E7,72.5,41.79992719699984,43.53182751540041,5.36E7,-1.0
5.37E7,154.453125,-3.9957133897890244E-11,5.37E7,73.8,44.77420660348724,48.22134387351779,5.37E7,-1.0
5.38E7,154.734375,-4.0029893474032076E-11,5.38E7,73.7,43.050912051553,45.9958932238193,5.38E7,-1.0
5.39E7,155.015625,-4.010265305017391E-11,5.39E7,72.7,41.72195609293746,41.66666666666666,5.39E7,-1.0
5.4E7,155.296875,-4.017541262631574E-11,5.4E7,72.3,41.691575800951455,43.584521384928706,5.4E7,-1.0
5.41E7,155.59375,-4.025221440113212E-11,5.41E7,72.8,41.271979825197775,46.03174603174603,5.41E7,-1.0
5.42E7,155.859375,-4.032093177859941E-11,5.42E7,73.6,43.73905149155446,45.567010309278345,5.42E7,-1.0
5.43E7,156.140625,-4.039369135474124E-11,5.43E7,74.9,47.837002061581444,50.2970297029703,5.43E7,-1.0
5.44E7,156.4375,-4.047049312955762E-11,5.44E7,74.7,46.83488976119829,50.968992248062015,5.44E7,-1.0
5.45E7,156.71875,-4.054325270569945E-11,5.45E7,71.5,40.930683711791474,43.113772455089816,5.45E7,-1.0
5.46E7,157.0,-4.0616012281841285E-11,5.46E7,74.8,47.76985574531587,49.6,5.46E7,-1.0
5.47E7,157.328125,-4.070089845400676E-11,5.47E7,72.3,40.687764977945264,43.12114989733059,5.47E7,-1.0
5.48E7,157.640625,-4.0781742427497685E-11,5.48E7,73.8,46.58010741068478,46.85598377281947,5.48E7,-1.0
5.49E7,157.921875,-4.085450200363952E-11,5.49E7,73.8,44.9561329792598,40.72398190045248,5.49E7,-1.0
5.5E7,158.1875,-4.0923219381106804E-11,5.5E7,71.89999999999999,40.468119724755084,43.8,5.5E7,-1.0
5.51E7,158.46875,-4.0995978957248636E-11,5.51E7,74.3,46.774140102061104,48.80478087649402,5.51E7,-1.0
5.52E7,158.75,-4.106873853339047E-11,5.52E7,74.7,45.53564509045818,48.577235772357724,5.52E7,-1.0
5.53E7,159.03125,-4.11414981095323E-11,5.53E7,73.1,41.54664534241932,43.24894514767932,5.53E7,-1.0
5.54E7,159.3125,-4.1214257685674135E-11,5.54E7,75.0,47.31984440389244,46.69509594882729,5.54E7,-1.0
5.55E7,159.609375,-4.1291059460490514E-11,5.55E7,73.8,44.651005577150585,47.070707070707066,5.55E7,-1.0
5.56E7,159.890625,-4.136381903663235E-11,5.56E7,74.2,46.043165467625904,49.707602339181285,5.56E7,-1.0
5.57E7,160.15625,-4.143253641409963E-11,5.57E7,72.3,42.39343825907563,44.48897795591182,5.57E7,-1.0
5.58E7,160.453125,-4.150933818891601E-11,5.58E7,74.0,45.02962057752726,44.68085106382978,5.58E7,-1.0
5.59E7,160.734375,-4.1582097765057845E-11,5.59E7,71.89999999999999,41.74910239720063,43.232323232323225,5.59E7,-1.0
5.6E7,161.015625,-4.165485734119968E-11,5.6E7,74.2,45.672544420064945,48.60557768924303,5.6E7,-1.0
5.61E7,161.296875,-4.172761691734151E-11,5.61E7,74.9,47.768399673708565,50.59055118110236,5.61E7,-1.0
5.62E7,161.578125,-4.180037649348334E-11,5.62E7,73.4,43.6858261882079,46.37096774193548,5.62E7,-1.0
5.63E7,161.859375,-4.1873136069625176E-11,5.63E7,72.1,41.987158160888946,45.50781249999999,5.63E7,-1.0
5.64E7,162.140625,-4.194589564576701E-11,5.64E7,71.5,39.59458428357057,38.444924406047505,5.64E7,-1.0
5.65E7,162.4375,-4.202269742058339E-11,5.65E7,71.3,40.53982381556157,42.13709677419354,5.65E7,-1.0
5.66E7,162.734375,-4.209949919539977E-11,5.66E7,73.9,45.57420258908314,45.738045738045734,5.66E7,-1.0
5.67E7,163.0,-4.2168216572867054E-11,5.67E7,75.6,48.4481629376096,49.4824016563147,5.67E7,-1.0
5.68E7,163.265625,-4.223693395033434E-11,5.68E7,73.8,43.867166577396894,44.608879492600416,5.68E7,-1.0
5.69E7,163.5625,-4.231373572515072E-11,5.69E7,75.2,48.20211201711001,43.378995433789946,5.69E7,-1.0
5.7E7,163.84375,-4.238649530129255E-11,5.7E7,74.2,45.83109379199141,44.87179487179487,5.7E7,-1.0
5.71E7,164.109375,-4.245521267875984E-11,5.71E7,73.5,43.224180928466744,47.31610337972167,5.71E7,-1.0
5.72E7,164.40625,-4.253201445357622E-11,5.72E7,73.3,44.08376963350785,43.90756302521008,5.72E7,-1.0
5.73E7,164.671875,-4.26007318310435E-11,5.73E7,71.6,41.06343151944282,42.0408163265306,5.73E7,-1.0
5.74E7,164.953125,-4.2673491407185336E-11,5.74E7,73.3,42.08192695815149,44.94845360824742,5.74E7,-1.0
5.75E7,165.234375,-4.274625098332717E-11,5.75E7,73.9,44.97292921115215,46.73469387755102,5.75E7,-1.0
5.76E7,165.53125,-4.282305275814355E-11,5.76E7,75.8,48.410532778497846,49.478079331941544,5.76E7,-1.0
5.77E7,165.796875,-4.2891770135610834E-11,5.77E7,73.4,41.41794989252616,43.04068522483939,5.77E7,-1.0
5.78E7,166.078125,-4.2964529711752666E-11,5.78E7,71.5,40.73118995133718,41.5983606557377,5.78E7,-1.0
5.79E7,166.359375,-4.30372892878945E-11,5.79E7,72.39999999999999,42.20331032634188,46.51162790697674,5.79E7,-1.0
5.8E7,166.65625,-4.311409106271088E-11,5.8E7,73.1,42.711838417568934,44.5360824742268,5.8E7,-1.0
5.81E7,166.9375,-4.318685063885271E-11,5.81E7,72.89999999999999,42.53848437301217,42.21748400852878,5.81E7,-1.0
5.82E7,167.203125,-4.325556801632E-11,5.82E7,76.7,50.86461408688317,51.45833333333334,5.82E7,-1.0
5.83E7,167.484375,-4.332832759246183E-11,5.83E7,73.6,45.237305011616336,44.99999999999999,5.83E7,-1.0
5.84E7,167.765625,-4.340108716860366E-11,5.84E7,74.1,46.56753121363909,45.58823529411764,5.84E7,-1.0
5.85E7,168.03125,-4.346980454607095E-11,5.85E7,72.8,42.607558078197194,43.801652892561975,5.85E7,-1.0
5.86E7,168.296875,-4.3538521923538234E-11,5.86E7,71.0,39.210236157751524,41.99999999999999,5.86E7,-1.0
5.87E7,168.59375,-4.3615323698354614E-11,5.87E7,74.3,46.48999342055949,44.492440604751614,5.87E7,-1.0
5.88E7,168.875,-4.3688083274496447E-11,5.88E7,70.39999999999999,38.497340425531895,39.4683026584867,5.88E7,-1.0
5.89E7,169.15625,-4.376084285063828E-11,5.89E7,72.89999999999999,40.5644404284624,38.4090909090909,5.89E7,-1.0
5.9E7,169.453125,-4.383764462545466E-11,5.9E7,73.1,43.13040683957278,46.52087475149105,5.9E7,-1.0
5.91E7,169.734375,-4.391040420159649E-11,5.91E7,74.2,46.1519516786816,48.60557768924303,5.91E7,-1.0
5.92E7,170.0,-4.397912157906378E-11,5.92E7,74.5,45.27239324897413,48.170731707317074,5.92E7,-1.0
5.93E7,170.265625,-4.404783895653106E-11,5.93E7,76.2,48.927038626609445,52.112676056338024,5.93E7,-1.0
5.94E7,170.5625,-4.412464073134744E-11,5.94E7,74.5,46.21160985487682,45.16129032258064,5.94E7,-1.0
5.95E7,170.84375,-4.4197400307489276E-11,5.95E7,73.1,43.672471124289096,45.54655870445344,5.95E7,-1.0
5.96E7,171.125,-4.427015988363111E-11,5.96E7,72.8,41.539823845733906,43.801652892561975,5.96E7,-1.0
5.97E7,171.421875,-4.434696165844749E-11,5.97E7,73.2,44.014339014067446,46.18473895582329,5.97E7,-1.0
5.98E7,171.703125,-4.441972123458932E-11,5.98E7,72.3,40.85240860949777,45.36489151873767,5.98E7,-1.0
5.99E7,171.96875,-4.4488438612056606E-11,5.99E7,70.5,39.2203725070051,39.918533604887976,5.99E7,-1.0
6.0E7,172.234375,-4.455715598952389E-11,6.0E7,75.6,48.63936413848849,50.204081632653065,6.0E7,-1.0
6.01E7,172.53125,-4.463395776434027E-11,6.01E7,72.2,41.46752289714706,43.838383838383834,6.01E7,-1.0
6.02E7,172.8125,-4.4706717340482104E-11,6.02E7,75.1,47.703577999378325,49.49290060851927,6.02E7,-1.0
6.03E7,173.078125,-4.477543471794939E-11,6.03E7,73.9,45.643571779641945,48.722986247544206,6.03E7,-1.0
6.04E7,173.375,-4.485223649276577E-11,6.04E7,73.1,43.85258904269707,44.989775051124745,6.04E7,-1.0
6.05E7,173.65625,-4.49249960689076E-11,6.05E7,72.7,41.9707005177999,45.070422535211264,6.05E7,-1.0
6.06E7,173.921875,-4.499371344637489E-11,6.06E7,73.1,42.79565502164833,44.1908713692946,6.06E7,-1.0
6.07E7,174.203125,-4.506647302251672E-11,6.07E7,72.8,43.80977957733385,44.26229508196721,6.07E7,-1.0
6.08E7,174.5,-4.51432747973331E-11,6.08E7,76.3,50.239772908600756,49.89429175475687,6.08E7,-1.0
6.09E7,174.78125,-4.5216034373474933E-11,6.09E7,74.2,44.50562687132188,44.87179487179487,6.09E7,-1.0
6.1E7,175.0625,-4.5288793949616766E-11,6.1E7,72.5,42.6557677871382,37.92325056433407,6.1E7,-1.0
6.11E7,175.34375,-4.53615535257586E-11,6.11E7,72.3,42.827185363759455,43.92712550607287,6.11E7,-1.0
6.12E7,175.640625,-4.543835530057498E-11,6.12E7,73.7,45.27992543089457,47.18875502008032,6.12E7,-1.0
6.13E7,175.90625,-4.5507072678042264E-11,6.13E7,74.1,45.10153037432701,45.47368421052631,6.13E7,-1.0
6.14E7,176.1875,-4.55798322541841E-11,6.14E7,74.6,47.16280927438311,48.686868686868685,6.14E7,-1.0
6.15E7,176.453125,-4.564854963165138E-11,6.15E7,74.1,46.50130958184266,46.2655601659751,6.15E7,-1.0
6.16E7,176.734375,-4.5721309207793215E-11,6.16E7,73.6,43.56393735597047,45.11434511434511,6.16E7,-1.0
6.17E7,177.015625,-4.579406878393505E-11,6.17E7,76.2,49.62749746020996,50.92783505154639,6.17E7,-1.0
6.18E7,177.296875,-4.586682836007688E-11,6.18E7,75.2,47.56228036418842,49.69574036511156,6.18E7,-1.0
6.19E7,177.578125,-4.5939587936218714E-11,6.19E7,74.0,45.37631517025782,48.10379241516966,6.19E7,-1.0
6.2E7,177.84375,-4.6008305313686E-11,6.2E7,75.5,46.86204084465498,48.74476987447699,6.2E7,-1.0
6.21E7,178.125,-4.608106488982783E-11,6.21E7,74.8,46.572136096882524,49.800796812749006,6.21E7,-1.0
6.22E7,178.4375,-4.616190886331876E-11,6.22E7,73.7,45.013589797198414,47.29458917835671,6.22E7,-1.0
6.23E7,178.765625,-4.624679503548423E-11,6.23E7,77.10000000000001,51.22429158075895,52.58799171842651,6.23E7,-1.0
6.24E7,179.046875,-4.6319554611626065E-11,6.24E7,74.1,45.49433898733112,48.61111111111111,6.24E7,-1.0
6.25E7,179.328125,-4.63923141877679E-11,6.25E7,75.2,47.49077912673778,50.59760956175299,6.25E7,-1.0
6.26E7,179.625,-4.646911596258428E-11,6.26E7,73.0,42.74979114275657,46.0,6.26E7,-1.0
6.27E7,179.90625,-4.654187553872611E-11,6.27E7,74.3,43.5065506023037,44.13043478260869,6.27E7,-1.0
6.28E7,180.1875,-4.661463511486794E-11,6.28E7,73.4,44.98107431691728,44.81327800829875,6.28E7,-1.0
6.29E7,180.484375,-4.669143688968432E-11,6.29E7,72.5,43.51419744971736,46.9111969111969,6.29E7,-1.0
6.3E7,180.765625,-4.6764196465826155E-11,6.3E7,75.5,48.913206665888204,49.27536231884058,6.3E7,-1.0
6.31E7,181.03125,-4.683291384329344E-11,6.31E7,75.1,48.63564727335737,52.39005736137668,6.31E7,-1.0
6.32E7,181.3125,-4.6905673419435274E-11,6.32E7,75.2,46.51968205088393,48.865979381443296,6.32E7,-1.0
6.33E7,181.609375,-4.6982475194251653E-11,6.33E7,70.7,37.321376619376046,40.68825910931173,6.33E7,-1.0
6.34E7,181.890625,-4.7055234770393486E-11,6.34E7,76.1,48.65118037830544,50.0,6.34E7,-1.0
6.35E7,182.171875,-4.712799434653532E-11,6.35E7,73.3,43.61759637801128,45.51020408163265,6.35E7,-1.0
6.36E7,182.46875,-4.72047961213517E-11,6.36E7,73.8,43.16875409423575,44.25531914893617,6.36E7,-1.0
6.37E7,182.75,-4.727755569749353E-11,6.37E7,73.2,43.96189408797983,44.628099173553714,6.37E7,-1.0
6.38E7,183.03125,-4.7350315273635364E-11,6.38E7,73.2,42.87760461071514,46.07645875251509,6.38E7,-1.0
6.39E7,183.296875,-4.741903265110265E-11,6.39E7,75.3,48.4432792579172,51.85185185185185,6.39E7,-1.0
6.4E7,183.578125,-4.749179222724448E-11,6.4E7,74.7,47.45586708203531,47.071129707112966,6.4E7,-1.0
6.41E7,183.875,-4.756859400206086E-11,6.41E7,74.2,46.43657924894948,47.131147540983605,6.41E7,-1.0
6.42E7,184.203125,-4.7653480174226336E-11,6.42E7,73.4,43.58286955341387,45.15463917525773,6.42E7,-1.0
6.43E7,184.484375,-4.772623975036817E-11,6.43E7,75.8,48.24105126274724,51.20967741935484,6.43E7,-1.0
6.44E7,184.765625,-4.779899932651E-11,6.44E7,71.7,39.29643929643928,39.91507430997876,6.44E7,-1.0
6.45E7,185.046875,-4.7871758902651834E-11,6.45E7,74.1,45.725062866722546,49.01574803149607,6.45E7,-1.0
6.46E7,185.328125,-4.7944518478793666E-11,6.46E7,72.1,42.743391889673276,45.18664047151277,6.46E7,-1.0
6.47E7,185.625,-4.8021320253610046E-11,6.47E7,74.6,46.26226553210936,49.80237154150198,6.47E7,-1.0
6.48E7,185.90625,-4.809407982975188E-11,6.48E7,73.8,45.463023097034174,47.49498997995992,6.48E7,-1.0
6.49E7,186.1875,-4.816683940589371E-11,6.49E7,72.6,43.034395582462906,42.79749478079331,6.49E7,-1.0
6.5E7,186.484375,-4.824364118071009E-11,6.5E7,73.3,43.365970372130114,47.544204322200386,6.5E7,-1.0
6.51E7,186.765625,-4.8316400756851924E-11,6.51E7,73.4,43.33191308052833,44.81327800829875,6.51E7,-1.0
6.52E7,187.046875,-4.8389160332993757E-11,6.52E7,73.2,44.23985186109897,44.628099173553714,6.52E7,-1.0
6.53E7,187.3125,-4.845787771046104E-11,6.53E7,72.89999999999999,43.60417204265271,45.25252525252525,6.53E7,-1.0
6.54E7,187.609375,-4.853467948527742E-11,6.54E7,73.3,43.13777270442715,45.621181262729124,6.54E7,-1.0
6.55E7,187.890625,-4.8607439061419255E-11,6.55E7,74.8,46.77705499704317,46.38297872340425,6.55E7,-1.0
6.56E7,188.15625,-4.867615643888654E-11,6.56E7,74.2,46.153974588015295,47.5609756097561,6.56E7,-1.0
6.57E7,188.421875,-4.8744873816353826E-11,6.57E7,73.4,43.7596464892065,42.672413793103445,6.57E7,-1.0
6.58E7,188.703125,-4.881763339249566E-11,6.58E7,74.4,45.24181300934739,46.997929606625256,6.58E7,-1.0
6.59E7,188.984375,-4.889039296863749E-11,6.59E7,73.7,45.07422289423342,46.76113360323886,6.59E7,-1.0
6.6E7,189.265625,-4.8963152544779324E-11,6.6E7,75.0,46.49430699426419,45.770065075921906,6.6E7,-1.0
6.61E7,189.5625,-4.9039954319595704E-11,6.61E7,74.2,45.52525896616231,46.02510460251046,6.61E7,-1.0
6.62E7,189.84375,-4.911271389573754E-11,6.62E7,75.1,47.9345271451393,48.4472049689441,6.62E7,-1.0
6.63E7,190.125,-4.918547347187937E-11,6.63E7,73.4,45.64950880232767,43.763213530655385,6.63E7,-1.0
6.64E7,190.40625,-4.92582330480212E-11,6.64E7,76.1,50.27008131569968,50.82304526748971,6.64E7,-1.0
6.65E7,190.71875,-4.933907702151213E-11,6.65E7,74.0,44.59149010531879,48.10379241516966,6.65E7,-1.0
6.66E7,191.0,-4.941183659765396E-11,6.66E7,72.3,41.75533033348753,38.58093126385808,6.66E7,-1.0
6.67E7,191.28125,-4.9484596173795794E-11,6.67E7,73.2,42.48507401827601,45.74898785425101,6.67E7,-1.0
6.68E7,191.578125,-4.9561397948612174E-11,6.68E7,72.39999999999999,41.86658803209975,41.89473684210526,6.68E7,-1.0
6.69E7,191.859375,-4.9634157524754007E-11,6.69E7,74.0,46.29807871049294,45.14767932489451,6.69E7,-1.0
6.7E7,192.140625,-4.970691710089584E-11,6.7E7,74.5,46.95500952729632,49.404761904761905,6.7E7,-1.0
6.71E7,192.421875,-4.977967667703767E-11,6.71E7,70.6,39.57579743505425,40.12219959266802,6.71E7,-1.0
6.72E7,192.71875,-4.985647845185405E-11,6.72E7,74.0,44.81423622902941,48.0,6.72E7,-1.0
6.73E7,193.0,-4.9929238027995884E-11,6.73E7,76.2,48.86558954967343,50.72463768115942,6.73E7,-1.0
6.74E7,193.28125,-5.000199760413772E-11,6.74E7,74.2,45.32044760935911,45.68421052631578,6.74E7,-1.0
6.75E7,193.578125,-5.00787993789541E-11,6.75E7,73.4,43.85342789598108,43.881856540084385,6.75E7,-1.0
6.76E7,193.859375,-5.015155895509593E-11,6.76E7,70.19999999999999,37.84103993191715,40.16064257028111,6.76E7,-1.0
6.77E7,194.140625,-5.022431853123776E-11,6.77E7,71.8,40.20533741576797,47.87430683918669,6.77E7,-1.0
6.78E7,194.40625,-5.029303590870505E-11,6.78E7,73.7,45.539633893812635,45.09394572025052,6.78E7,-1.0
6.79E7,194.71875,-5.0373879882195975E-11,6.79E7,74.6,46.88437103985345,48.478701825557806,6.79E7,-1.0
6.8E7,194.984375,-5.044259725966326E-11,6.8E7,75.7,47.96796711061625,48.734177215189874,6.8E7,-1.0
6.81E7,195.265625,-5.051535683580509E-11,6.81E7,75.1,48.11419045634507,46.79487179487179,6.81E7,-1.0
6.82E7,195.5625,-5.059215861062147E-11,6.82E7,74.4,45.990421738855254,46.44351464435147,6.82E7,-1.0
6.83E7,195.84375,-5.0664918186763306E-11,6.83E7,70.39999999999999,37.465141041458914,39.59183673469387,6.83E7,-1.0
6.84E7,196.125,-5.073767776290514E-11,6.84E7,75.2,47.55274332989325,48.54771784232365,6.84E7,-1.0
6.85E7,196.40625,-5.081043733904697E-11,6.85E7,72.5,43.04389969098725,44.77911646586345,6.85E7,-1.0
6.86E7,196.703125,-5.088723911386335E-11,6.86E7,73.9,45.622734280595026,49.0234375,6.86E7,-1.0
6.87E7,196.96875,-5.0955956491330636E-11,6.87E7,73.9,44.80816077953715,46.18556701030928,6.87E7,-1.0
